Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,cluster
Female,disloyal Customer,23,Business travel,Business,854,4,0,4,4,3,4,3,3,5,3,4,5,5,3,8,0.0,1
Female,Loyal Customer,26,Personal Travel,Eco,928,4,4,4,4,2,4,2,2,1,2,3,1,5,2,0,0.0,0
Female,disloyal Customer,38,Business travel,Eco,199,2,2,2,4,1,2,1,1,2,4,3,3,3,1,0,0.0,0
Male,Loyal Customer,23,Personal Travel,Eco,305,2,5,2,4,3,2,1,3,4,5,5,4,4,3,4,8.0,0
Male,Loyal Customer,52,Personal Travel,Eco,872,4,4,4,1,4,4,4,4,4,1,4,3,2,4,0,0.0,1
Male,Loyal Customer,10,Business travel,Eco,2218,4,4,4,4,4,4,2,4,2,4,3,3,3,4,0,0.0,1
Male,Loyal Customer,46,Business travel,Eco,351,4,5,5,5,4,4,4,4,3,3,4,2,5,4,17,6.0,1
Male,Loyal Customer,66,Personal Travel,Eco,416,4,3,4,2,4,4,1,4,4,2,3,4,4,4,28,22.0,1
Male,Loyal Customer,43,Personal Travel,Eco,1013,3,3,3,3,4,3,3,4,2,5,1,4,4,4,0,0.0,1
Female,disloyal Customer,35,Business travel,Eco,755,1,1,1,4,2,1,2,2,1,2,2,3,4,2,0,0.0,0
Male,disloyal Customer,36,Business travel,Eco,299,3,2,4,4,5,4,5,5,2,1,3,4,4,5,49,45.0,1
Female,Loyal Customer,52,Business travel,Eco,399,5,2,2,2,2,1,4,5,5,5,5,2,5,1,84,84.0,1
Female,Loyal Customer,64,Personal Travel,Eco,868,3,4,3,4,1,4,4,4,4,3,4,4,4,4,0,0.0,1
Female,Loyal Customer,23,Business travel,Business,1192,1,1,1,1,5,5,5,5,3,2,5,3,5,5,0,4.0,1
Male,Loyal Customer,40,Business travel,Eco,374,2,2,2,2,2,2,2,2,5,3,5,1,5,2,0,0.0,0
Male,disloyal Customer,26,Business travel,Business,349,3,3,3,2,5,3,5,5,1,1,3,2,2,5,33,32.0,1
Male,Loyal Customer,45,Business travel,Business,2590,2,4,4,4,2,4,4,2,2,2,2,1,2,4,0,0.0,0
Female,Loyal Customer,49,Business travel,Business,2266,4,3,4,4,4,4,5,4,4,4,4,1,4,1,28,0.0,1
Female,Loyal Customer,21,Personal Travel,Eco,1249,3,4,3,5,4,3,4,4,4,5,4,4,5,4,5,10.0,1
Male,Loyal Customer,71,Business travel,Business,2598,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0.0,1
Female,Loyal Customer,25,Business travel,Business,944,2,1,1,1,2,2,2,2,4,5,3,3,4,2,0,0.0,0
Female,Loyal Customer,68,Personal Travel,Eco,895,2,3,2,3,4,4,4,5,5,2,5,4,5,4,0,0.0,1
Female,Loyal Customer,39,Business travel,Business,902,4,4,4,4,2,2,5,5,5,5,5,1,5,1,42,23.0,1
Male,disloyal Customer,47,Business travel,Business,1014,2,2,2,1,4,2,4,4,3,4,4,5,5,4,3,0.0,1
Male,Loyal Customer,15,Personal Travel,Eco,821,2,4,2,4,5,2,5,5,1,2,4,4,4,5,0,0.0,1
Female,Loyal Customer,62,Business travel,Eco,414,3,2,2,2,1,4,3,3,3,3,3,4,3,3,0,0.0,0
Female,Loyal Customer,30,Personal Travel,Eco,1139,4,5,4,1,5,4,5,5,3,4,4,3,4,5,12,14.0,1
Male,disloyal Customer,25,Business travel,Business,309,3,3,3,2,3,3,2,3,1,2,3,4,2,3,0,0.0,0
Female,Loyal Customer,65,Business travel,Eco,606,2,2,2,2,3,3,4,3,3,2,3,2,3,4,18,57.0,0
Female,Loyal Customer,46,Business travel,Business,1728,3,3,1,3,4,4,4,2,2,2,2,5,2,5,8,9.0,0
Male,Loyal Customer,21,Business travel,Business,3991,5,5,2,5,4,4,4,4,3,3,5,5,5,4,0,4.0,1
Male,Loyal Customer,47,Business travel,Business,396,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,41,Business travel,Business,2342,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0.0,1
Female,disloyal Customer,18,Business travel,Eco,463,3,2,3,2,2,3,2,2,1,4,3,4,3,2,0,11.0,0
Female,disloyal Customer,39,Business travel,Business,308,3,3,3,4,4,3,4,4,4,3,4,2,3,4,2,2.0,1
Male,Loyal Customer,68,Personal Travel,Eco,2496,2,5,2,3,2,3,3,5,3,3,4,3,4,3,36,1.0,1
Male,Loyal Customer,35,Personal Travel,Eco,436,4,4,4,3,4,4,4,4,5,3,5,3,5,4,0,0.0,1
Female,Loyal Customer,53,Business travel,Business,1963,2,2,2,2,4,5,5,4,4,4,4,4,4,3,1,1.0,1
Female,Loyal Customer,41,Personal Travel,Eco,101,3,2,3,2,5,3,5,5,3,1,2,2,3,5,0,1.0,1
Male,Loyal Customer,59,Business travel,Business,1959,0,4,0,1,4,5,4,2,2,2,2,3,2,4,0,0.0,0
Male,Loyal Customer,32,Business travel,Business,363,5,3,5,5,4,4,4,4,3,4,4,4,4,4,0,0.0,1
Male,Loyal Customer,8,Personal Travel,Eco,102,2,5,2,3,4,2,4,4,3,3,4,4,4,4,6,5.0,1
Male,Loyal Customer,25,Business travel,Business,1709,5,5,5,5,3,4,3,3,5,3,2,3,5,3,0,0.0,1
Female,Loyal Customer,48,Business travel,Business,3172,1,1,1,1,5,5,1,5,5,5,5,2,5,4,13,5.0,1
Male,Loyal Customer,39,Business travel,Business,3665,3,3,3,3,2,4,5,5,5,5,5,3,5,5,0,0.0,1
Female,Loyal Customer,48,Business travel,Business,1521,1,1,1,1,3,5,5,2,2,2,2,5,2,4,0,0.0,0
Female,Loyal Customer,51,Business travel,Business,2157,4,4,4,4,2,4,4,4,4,4,4,5,4,3,28,18.0,1
Male,Loyal Customer,41,Business travel,Business,2115,2,2,3,3,3,4,3,2,2,2,2,2,2,1,0,0.0,0
Male,Loyal Customer,66,Personal Travel,Eco,606,4,4,4,1,3,4,3,3,4,2,5,3,4,3,30,25.0,1
Female,Loyal Customer,18,Personal Travel,Eco Plus,315,2,4,2,3,5,2,5,5,5,3,4,3,4,5,0,0.0,1
Male,Loyal Customer,52,Business travel,Business,1107,3,3,3,3,5,4,4,5,5,5,5,4,5,5,0,2.0,1
Female,Loyal Customer,18,Personal Travel,Eco,1086,0,4,0,3,1,0,1,1,2,1,4,5,1,1,0,0.0,0
Male,Loyal Customer,58,Business travel,Business,237,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,24.0,1
Female,Loyal Customer,39,Business travel,Business,2477,3,3,3,3,2,4,5,5,5,5,4,5,5,5,7,7.0,1
Male,Loyal Customer,44,Business travel,Business,2959,4,4,5,4,2,4,5,4,4,4,4,5,4,3,34,20.0,1
Male,Loyal Customer,22,Business travel,Eco,405,3,3,1,3,3,3,1,3,2,3,3,4,2,3,0,0.0,0
Female,disloyal Customer,45,Business travel,Eco,649,2,1,2,3,5,2,5,5,1,2,2,1,2,5,0,0.0,0
Male,disloyal Customer,23,Business travel,Eco,849,5,5,5,1,5,5,5,5,3,2,5,5,4,5,0,0.0,1
Male,disloyal Customer,32,Business travel,Eco,163,1,3,1,5,5,1,1,5,3,1,3,5,3,5,0,10.0,0
Male,Loyal Customer,54,Business travel,Business,2383,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0.0,1
Female,Loyal Customer,46,Business travel,Eco,495,3,3,3,3,1,3,3,3,3,3,3,4,3,3,41,76.0,0
Female,Loyal Customer,56,Business travel,Eco,458,4,1,1,1,1,5,3,4,4,4,4,5,4,1,0,0.0,0
Male,Loyal Customer,50,Personal Travel,Eco Plus,337,5,4,4,1,3,4,4,3,4,5,5,3,4,3,31,22.0,1
Female,disloyal Customer,18,Business travel,Business,500,0,0,0,4,4,0,4,4,3,3,5,3,4,4,0,0.0,0
Male,Loyal Customer,18,Personal Travel,Eco,109,1,4,1,4,5,1,5,5,4,4,4,4,3,5,1,2.0,1
Male,Loyal Customer,59,Business travel,Business,3180,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0.0,1
Male,Loyal Customer,53,Business travel,Business,2777,2,2,3,2,3,4,4,2,2,2,2,1,2,3,34,40.0,0
Female,Loyal Customer,17,Personal Travel,Eco,1182,3,1,3,2,2,3,2,2,4,1,1,3,3,2,31,18.0,0
Female,Loyal Customer,51,Business travel,Business,3479,5,5,5,5,2,3,3,4,4,4,5,3,4,3,0,0.0,1
Male,Loyal Customer,38,Business travel,Business,502,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0,1
Female,Loyal Customer,18,Personal Travel,Eco,1184,1,5,1,4,5,1,4,5,5,5,5,4,4,5,0,12.0,1
Female,disloyal Customer,21,Business travel,Eco,641,3,2,3,4,1,3,1,1,1,3,4,4,4,1,22,28.0,0
Male,disloyal Customer,23,Business travel,Business,971,4,5,4,1,2,4,2,2,4,4,5,4,4,2,15,0.0,0
Male,Loyal Customer,43,Personal Travel,Eco,190,1,3,1,4,4,1,4,4,3,4,4,2,5,4,2,36.0,1
Female,Loyal Customer,44,Business travel,Business,822,1,1,1,1,3,5,4,3,3,4,3,4,3,5,0,12.0,1
Female,Loyal Customer,49,Business travel,Business,3299,4,4,4,4,2,5,5,5,5,5,5,5,5,3,0,0.0,1
Male,Loyal Customer,16,Personal Travel,Eco,1009,5,5,5,4,4,5,4,4,3,2,4,5,4,4,26,15.0,1
Female,Loyal Customer,65,Personal Travel,Eco,1235,2,4,2,1,4,4,4,2,2,2,2,3,2,3,0,0.0,0
Male,Loyal Customer,36,Personal Travel,Eco,395,1,3,1,1,3,1,4,3,3,5,4,4,1,3,0,0.0,0
Female,Loyal Customer,46,Personal Travel,Eco,2367,1,4,1,2,4,4,4,2,2,1,2,5,2,5,1,0.0,0
Male,disloyal Customer,42,Business travel,Business,762,3,3,3,1,2,3,2,2,3,2,5,4,4,2,2,21.0,0
Male,Loyal Customer,38,Business travel,Business,1982,5,5,5,5,3,4,1,5,5,5,5,3,5,1,0,0.0,1
Male,Loyal Customer,27,Personal Travel,Eco,1430,1,4,1,4,5,1,5,5,5,4,3,5,5,5,0,0.0,1
Female,Loyal Customer,55,Personal Travel,Eco,651,1,4,1,3,3,3,4,1,1,1,1,1,1,3,10,14.0,0
Female,disloyal Customer,48,Business travel,Business,1481,2,2,2,4,4,2,4,4,5,2,5,3,4,4,0,0.0,1
Female,Loyal Customer,9,Business travel,Business,972,2,1,2,2,3,4,3,3,5,5,4,5,3,3,0,0.0,1
Female,Loyal Customer,50,Personal Travel,Eco,761,1,1,1,4,5,3,3,4,4,1,4,1,4,2,0,0.0,0
Male,Loyal Customer,28,Business travel,Business,954,4,4,5,4,4,4,4,4,5,5,5,5,5,4,0,0.0,1
Female,Loyal Customer,16,Personal Travel,Eco,109,1,2,1,2,2,1,2,2,3,3,5,3,5,2,0,0.0,0
Male,Loyal Customer,19,Business travel,Business,1747,4,4,4,4,5,5,5,5,5,2,5,1,2,5,59,55.0,1
Male,Loyal Customer,45,Personal Travel,Eco,762,4,3,4,3,5,4,5,5,4,4,3,3,3,5,0,0.0,1
Female,Loyal Customer,24,Personal Travel,Eco,258,2,4,2,3,3,2,3,3,4,1,4,2,1,3,40,29.0,0
Male,Loyal Customer,22,Business travel,Business,1131,4,4,4,4,5,5,5,5,1,3,3,3,4,5,0,0.0,1
Female,Loyal Customer,33,Business travel,Business,2603,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,27,Business travel,Business,3657,3,3,4,3,5,5,5,5,4,3,4,4,5,5,31,33.0,1
Female,Loyal Customer,31,Business travel,Eco,562,3,5,2,5,3,3,3,3,1,1,3,4,3,3,26,18.0,0
Male,Loyal Customer,30,Personal Travel,Eco,2248,2,5,3,2,3,3,5,3,4,4,4,4,4,3,0,0.0,1
Female,Loyal Customer,15,Personal Travel,Eco Plus,323,4,3,4,4,4,4,4,4,2,4,3,1,4,4,0,0.0,1
Male,Loyal Customer,13,Personal Travel,Eco,628,2,5,2,3,2,5,5,3,3,5,4,5,5,5,204,193.0,1
Female,disloyal Customer,26,Business travel,Eco,584,2,1,2,4,1,2,1,1,4,2,4,3,3,1,0,0.0,0
Male,Loyal Customer,40,Business travel,Business,2475,4,4,4,4,5,5,4,4,4,4,4,5,4,4,1,0.0,1
Female,Loyal Customer,56,Personal Travel,Eco,468,3,1,3,4,1,4,3,2,2,3,2,2,2,3,0,0.0,0
Male,Loyal Customer,34,Business travel,Business,1674,4,4,4,4,4,5,4,4,4,5,4,5,4,3,0,0.0,1
Male,Loyal Customer,52,Personal Travel,Eco,1299,2,4,1,2,1,1,1,1,5,3,4,3,5,1,0,0.0,0
Female,Loyal Customer,37,Business travel,Business,386,3,3,3,3,5,5,5,5,5,5,5,4,5,4,0,4.0,1
Male,Loyal Customer,20,Personal Travel,Eco,595,3,1,3,3,2,3,2,2,1,4,3,4,4,2,0,0.0,0
Female,Loyal Customer,31,Personal Travel,Business,680,3,5,3,2,4,3,4,4,3,4,4,5,4,4,0,0.0,1
Female,disloyal Customer,24,Business travel,Eco,260,2,2,2,4,2,2,2,2,4,3,4,3,4,2,0,6.0,0
Female,Loyal Customer,23,Personal Travel,Eco,757,5,4,5,2,5,5,5,5,5,3,5,5,5,5,0,0.0,1
Male,Loyal Customer,58,Business travel,Eco Plus,579,1,5,5,5,1,1,1,1,4,3,3,2,4,1,84,76.0,0
Female,Loyal Customer,32,Business travel,Eco,101,2,4,4,4,2,3,2,2,4,2,4,1,3,2,0,0.0,0
Female,Loyal Customer,19,Business travel,Business,2158,4,1,3,1,4,4,4,4,4,3,4,4,3,4,35,27.0,1
Male,Loyal Customer,42,Personal Travel,Business,1171,2,5,2,2,5,4,5,2,2,2,2,3,2,3,0,0.0,0
Male,Loyal Customer,31,Business travel,Business,533,2,2,2,2,5,5,5,5,1,1,4,3,4,5,0,0.0,1
Female,Loyal Customer,40,Business travel,Business,3590,5,5,5,5,5,4,5,4,4,4,4,5,4,5,0,0.0,1
Male,disloyal Customer,37,Business travel,Business,338,3,3,3,5,5,3,2,5,5,5,5,3,4,5,5,0.0,1
Female,Loyal Customer,43,Personal Travel,Eco,258,2,4,0,1,1,3,3,3,3,0,2,5,3,5,14,12.0,0
Female,Loyal Customer,54,Business travel,Business,3428,5,5,5,5,3,5,5,4,4,4,4,5,4,5,41,21.0,1
Female,disloyal Customer,49,Business travel,Eco,280,3,1,3,4,1,3,3,1,3,3,4,2,3,1,78,63.0,0
Male,Loyal Customer,38,Business travel,Eco,550,4,4,4,4,4,5,4,4,3,5,1,3,4,4,0,15.0,1
Male,Loyal Customer,67,Personal Travel,Eco,882,1,4,1,1,1,5,5,3,2,5,1,5,2,5,204,188.0,0
Female,disloyal Customer,14,Business travel,Business,1072,0,0,0,2,4,0,4,4,3,3,5,5,4,4,12,3.0,0
Male,Loyal Customer,51,Personal Travel,Eco,175,1,4,1,3,4,1,4,4,5,5,5,5,5,4,5,5.0,1
Male,Loyal Customer,52,Personal Travel,Eco,347,4,4,3,3,3,3,3,3,4,3,4,4,5,3,30,25.0,1
Male,Loyal Customer,33,Business travel,Business,2419,2,2,2,2,4,4,4,2,3,4,1,4,5,4,0,14.0,1
Female,Loyal Customer,41,Business travel,Business,457,1,1,1,1,5,5,4,5,5,5,5,3,5,3,0,3.0,1
Male,Loyal Customer,28,Business travel,Business,606,1,1,1,1,1,1,1,1,4,4,4,1,3,1,58,64.0,0
Female,Loyal Customer,45,Business travel,Business,2898,4,1,1,1,5,4,4,4,4,4,4,2,4,2,47,34.0,1
Female,Loyal Customer,57,Personal Travel,Eco,802,3,4,3,1,1,4,5,2,2,3,2,4,2,5,0,0.0,0
Female,Loyal Customer,32,Business travel,Eco,1774,0,0,0,4,3,0,2,3,1,1,4,2,2,3,0,0.0,0
Female,disloyal Customer,61,Business travel,Business,226,4,4,4,2,1,4,1,1,3,2,5,5,5,1,0,0.0,0
Male,Loyal Customer,47,Business travel,Business,2950,4,4,2,4,3,2,4,5,5,5,5,3,5,4,19,18.0,1
Female,Loyal Customer,25,Business travel,Business,3145,3,3,3,3,4,4,4,4,4,1,1,5,1,4,0,0.0,1
Male,Loyal Customer,47,Business travel,Business,3075,4,4,4,4,4,4,4,3,3,4,4,4,3,4,165,162.0,1
Female,Loyal Customer,60,Personal Travel,Eco,861,2,5,2,3,4,5,5,2,2,2,2,5,2,4,0,0.0,0
Male,Loyal Customer,37,Business travel,Business,1992,1,1,1,1,2,4,3,5,5,5,4,1,5,2,0,0.0,1
Female,disloyal Customer,38,Business travel,Eco,357,2,1,2,4,2,2,2,2,1,5,3,4,4,2,0,0.0,0
Female,Loyal Customer,29,Personal Travel,Eco,474,3,3,3,2,3,3,3,3,2,2,1,3,4,3,0,4.0,0
Female,Loyal Customer,43,Business travel,Business,2248,3,3,3,3,5,5,4,4,4,4,4,5,4,5,5,0.0,1
Male,Loyal Customer,39,Business travel,Business,2895,4,4,4,4,3,5,4,5,5,5,5,3,5,3,4,0.0,1
Male,disloyal Customer,21,Business travel,Business,862,4,5,4,1,2,4,2,2,5,3,4,5,5,2,13,3.0,0
Male,Loyal Customer,14,Business travel,Eco,1124,3,1,1,1,3,3,4,3,2,1,3,1,3,3,0,0.0,0
Female,Loyal Customer,28,Personal Travel,Eco,502,5,4,5,4,1,5,2,1,5,5,4,3,4,1,0,0.0,0
Male,Loyal Customer,43,Personal Travel,Eco,2462,3,4,3,1,3,3,3,5,2,5,5,3,5,3,0,0.0,1
Female,disloyal Customer,42,Business travel,Eco,226,3,1,3,2,1,3,1,1,4,5,3,2,3,1,0,0.0,0
Female,Loyal Customer,36,Business travel,Eco,173,2,3,4,4,2,2,2,2,1,2,3,3,4,2,0,0.0,0
Male,Loyal Customer,53,Personal Travel,Eco,602,2,4,2,5,2,2,2,2,1,2,3,4,4,2,4,8.0,0
Male,Loyal Customer,47,Business travel,Business,1779,3,3,3,3,3,4,3,3,3,3,3,2,3,1,0,13.0,0
Female,Loyal Customer,30,Personal Travel,Eco,669,3,4,3,3,4,3,2,4,4,5,4,5,5,4,0,0.0,1
Female,Loyal Customer,45,Business travel,Eco,201,5,5,3,5,2,5,1,5,5,5,5,5,5,5,0,3.0,1
Female,disloyal Customer,21,Business travel,Business,407,5,0,5,2,5,5,5,5,5,3,4,5,5,5,39,38.0,1
Male,Loyal Customer,50,Business travel,Business,2586,4,5,4,4,1,4,3,4,4,3,4,4,4,4,0,0.0,1
Female,Loyal Customer,28,Business travel,Eco,534,3,5,5,5,3,3,3,3,2,5,3,3,4,3,0,0.0,0
Male,Loyal Customer,23,Personal Travel,Eco,199,2,5,0,5,5,0,5,5,1,5,2,4,2,5,20,29.0,1
Female,Loyal Customer,8,Personal Travel,Business,229,2,4,2,2,4,2,4,4,5,3,4,5,5,4,14,5.0,1
Male,Loyal Customer,22,Business travel,Business,1590,2,1,5,5,2,2,2,2,4,4,3,1,4,2,1,3.0,0
Male,Loyal Customer,28,Business travel,Eco Plus,912,3,1,5,1,3,3,3,3,3,3,3,3,3,3,0,0.0,0
Female,disloyal Customer,23,Business travel,Eco,240,1,2,1,4,1,1,1,1,4,2,3,3,3,1,76,77.0,0
Male,Loyal Customer,37,Business travel,Business,451,2,5,5,5,3,4,3,2,2,2,2,2,2,1,64,63.0,0
Male,Loyal Customer,47,Business travel,Business,308,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0,1
Male,Loyal Customer,44,Personal Travel,Eco,220,1,4,1,3,2,1,2,2,4,5,3,1,4,2,63,46.0,0
Male,disloyal Customer,61,Business travel,Business,321,1,1,1,5,5,1,1,5,3,4,4,5,4,5,0,0.0,1
Female,Loyal Customer,69,Business travel,Eco,861,4,1,1,1,5,4,4,4,4,4,4,3,4,3,53,93.0,1
Male,Loyal Customer,42,Business travel,Business,1773,1,1,1,1,5,5,4,4,4,4,4,5,4,5,0,0.0,1
Male,disloyal Customer,25,Business travel,Eco,1045,3,2,2,3,5,2,5,5,2,2,3,1,4,5,0,0.0,1
Female,Loyal Customer,22,Business travel,Eco Plus,989,4,3,4,3,4,4,3,4,5,4,2,3,1,4,0,0.0,1
Male,Loyal Customer,48,Business travel,Business,516,1,1,1,1,5,5,5,3,3,3,3,3,3,3,0,0.0,1
Female,Loyal Customer,54,Business travel,Business,2276,5,5,5,5,3,4,4,5,5,5,5,4,5,5,114,88.0,1
Female,Loyal Customer,37,Business travel,Business,3816,4,4,4,4,4,4,3,4,4,4,4,3,4,1,0,0.0,1
Female,Loyal Customer,41,Personal Travel,Eco,174,5,4,5,1,2,5,2,2,3,2,5,5,4,2,0,0.0,0
Female,disloyal Customer,28,Business travel,Eco,2640,2,2,2,4,3,2,5,3,3,2,4,1,4,3,54,27.0,0
Female,Loyal Customer,16,Personal Travel,Eco Plus,1066,2,4,2,3,5,2,5,5,3,2,5,3,4,5,0,0.0,1
Female,Loyal Customer,47,Personal Travel,Eco,813,2,1,1,3,5,2,3,1,1,1,1,2,1,3,7,0.0,0
Female,Loyal Customer,46,Business travel,Business,3703,3,3,5,3,4,5,5,5,5,5,5,3,5,5,52,86.0,1
Male,Loyal Customer,35,Business travel,Eco,1990,3,4,4,4,3,3,3,3,4,2,1,3,3,3,0,0.0,0
Female,disloyal Customer,26,Business travel,Business,447,2,2,2,4,2,2,1,2,2,1,3,1,4,2,0,0.0,0
Female,Loyal Customer,23,Personal Travel,Eco,2075,3,5,3,5,1,3,1,1,3,3,5,2,4,1,5,0.0,0
Male,Loyal Customer,23,Business travel,Business,1521,1,1,5,1,4,4,4,4,5,5,4,5,5,4,0,0.0,1
Male,disloyal Customer,11,Business travel,Eco,944,3,3,3,4,2,3,2,2,3,3,4,2,3,2,0,2.0,0
Male,Loyal Customer,56,Business travel,Business,1599,5,5,5,5,4,5,5,4,4,4,5,3,4,5,0,0.0,1
Female,Loyal Customer,54,Business travel,Business,2950,2,2,2,2,2,5,5,5,5,5,5,4,5,5,10,0.0,1
Male,Loyal Customer,58,Business travel,Business,3206,5,5,5,5,3,1,5,5,5,5,5,5,5,2,0,0.0,1
Male,disloyal Customer,19,Business travel,Eco,1068,4,3,3,2,3,3,3,3,1,1,5,2,1,3,0,0.0,0
Male,Loyal Customer,45,Business travel,Business,250,4,4,4,4,2,4,5,4,4,4,4,3,4,5,0,0.0,1
Male,disloyal Customer,21,Business travel,Eco,1788,3,2,2,2,4,3,4,4,2,1,3,2,3,4,23,20.0,0
Male,Loyal Customer,37,Business travel,Eco,397,5,3,3,3,5,5,5,5,3,2,4,4,2,5,0,2.0,1
Male,Loyal Customer,43,Business travel,Eco,191,5,2,2,2,5,5,5,5,3,3,5,1,3,5,12,4.0,1
Female,Loyal Customer,16,Personal Travel,Eco,2586,2,4,2,4,5,2,5,5,3,5,5,3,4,5,22,14.0,1
Female,disloyal Customer,40,Business travel,Business,109,3,3,3,4,1,3,1,1,4,5,4,4,4,1,46,49.0,0
Female,Loyal Customer,24,Business travel,Business,1506,3,3,1,3,4,4,4,4,5,3,4,4,5,4,87,78.0,1
Female,disloyal Customer,27,Business travel,Eco,365,1,0,1,4,5,1,5,5,4,4,3,3,4,5,0,0.0,1
Male,Loyal Customer,33,Business travel,Business,2529,2,5,5,5,2,2,2,2,1,4,3,1,3,2,0,0.0,0
Male,Loyal Customer,30,Business travel,Business,1973,1,1,1,1,3,3,3,3,4,4,4,5,4,3,9,0.0,1
Male,Loyal Customer,46,Personal Travel,Eco Plus,1097,2,3,3,4,5,3,5,5,3,1,4,3,3,5,2,29.0,1
Female,Loyal Customer,60,Business travel,Eco,447,5,5,5,5,5,4,1,5,5,5,5,1,5,2,1,0.0,1
Male,Loyal Customer,64,Personal Travel,Business,997,3,3,4,4,4,3,3,4,4,4,4,1,4,4,60,47.0,1
Female,Loyal Customer,9,Personal Travel,Eco,257,2,1,2,4,3,2,3,3,3,1,4,1,3,3,0,0.0,0
Male,Loyal Customer,32,Business travel,Business,516,4,4,5,4,4,5,4,4,4,3,5,5,4,4,0,0.0,1
Female,disloyal Customer,38,Business travel,Eco Plus,595,3,3,3,3,4,3,2,4,3,4,4,2,3,4,14,6.0,1
Male,Loyal Customer,46,Business travel,Eco,964,4,1,1,1,4,4,4,4,2,2,4,3,4,4,3,4.0,1
Female,Loyal Customer,30,Business travel,Business,1990,3,3,1,3,2,2,2,2,4,3,5,4,4,2,25,15.0,0
Male,Loyal Customer,47,Business travel,Business,2015,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0.0,1
Male,Loyal Customer,41,Business travel,Eco,213,5,1,1,1,5,5,5,5,5,1,2,2,4,5,0,0.0,1
Female,Loyal Customer,37,Personal Travel,Eco,722,3,5,3,3,4,3,4,4,4,4,3,2,2,4,4,0.0,1
Male,Loyal Customer,57,Personal Travel,Eco,239,4,4,4,3,4,4,4,4,4,5,1,4,1,4,3,0.0,1
Female,Loyal Customer,16,Personal Travel,Eco,1089,3,3,3,1,5,3,2,5,3,4,1,4,5,5,0,0.0,1
Male,Loyal Customer,58,Business travel,Business,2009,0,5,0,2,4,2,3,4,4,4,4,3,4,1,0,0.0,0
Female,disloyal Customer,44,Business travel,Eco,287,3,4,4,2,4,4,1,4,3,3,1,3,2,4,8,10.0,0
Male,Loyal Customer,61,Personal Travel,Eco,697,4,5,4,2,2,4,2,2,3,4,5,4,5,2,48,63.0,0
Male,Loyal Customer,43,Business travel,Business,1346,4,4,4,4,2,4,5,4,4,4,4,5,4,3,0,0.0,1
Female,Loyal Customer,44,Business travel,Business,2145,3,3,3,3,4,1,1,5,5,5,5,1,5,4,0,0.0,1
Female,Loyal Customer,49,Business travel,Eco,207,5,4,4,4,2,1,3,5,5,5,5,1,5,2,0,0.0,1
Female,Loyal Customer,69,Personal Travel,Eco,248,3,4,3,2,5,4,4,4,4,3,4,5,4,3,9,10.0,1
Female,Loyal Customer,28,Business travel,Business,2430,1,1,1,1,4,4,4,4,3,3,4,4,4,4,0,0.0,1
Female,Loyal Customer,39,Business travel,Business,2001,2,2,2,2,4,5,4,4,4,5,4,3,4,5,27,19.0,1
Female,Loyal Customer,65,Business travel,Business,2256,2,4,4,4,5,4,4,2,2,2,2,4,2,1,0,1.0,0
Female,disloyal Customer,26,Business travel,Eco,948,2,2,2,4,5,2,5,5,4,4,3,3,3,5,0,0.0,1
Male,Loyal Customer,62,Personal Travel,Eco,371,2,1,4,3,5,4,5,5,1,1,2,2,4,5,1,4.0,1
Female,Loyal Customer,51,Business travel,Business,1609,1,1,1,1,3,3,3,4,4,4,4,4,4,5,0,0.0,1
Male,Loyal Customer,24,Business travel,Business,980,1,1,1,1,5,5,5,5,4,4,4,3,5,5,0,0.0,1
Female,disloyal Customer,66,Business travel,Business,584,3,3,3,3,3,3,3,3,2,1,4,3,3,3,0,0.0,0
Male,Loyal Customer,26,Business travel,Business,2560,2,2,2,2,4,4,4,4,5,3,4,3,4,4,0,0.0,1
Female,Loyal Customer,59,Business travel,Business,2738,1,1,4,1,4,4,4,4,4,4,4,3,4,3,44,60.0,1
Female,Loyal Customer,50,Business travel,Eco,162,5,4,5,4,1,1,1,5,5,5,5,5,5,5,0,0.0,1
Female,Loyal Customer,63,Business travel,Eco,862,4,5,5,5,1,2,1,4,4,4,4,3,4,3,0,0.0,0
Male,Loyal Customer,39,Business travel,Business,630,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0,0.0,1
Female,disloyal Customer,48,Business travel,Eco,201,3,5,3,4,2,3,2,2,4,4,1,3,4,2,0,0.0,0
Male,Loyal Customer,46,Business travel,Business,2341,2,2,2,2,5,3,4,5,5,5,5,2,5,1,0,0.0,1
